#                                                                                           
# .csv to store UE's information in HSS                                                     
# Kept in the following format: "Name,Auth,IMSI,Key,OP_Type,OP,AMF,SQN,QCI,IP_alloc"      
#                                                                                           
# Name:     Human readable name to help distinguish UE's. Ignored by the HSS                
# IMSI:     UE's IMSI value                                                                 
# Auth:     Authentication algorithm used by the UE. Valid algorithms are XOR               
#           (xor) and MILENAGE (mil)                                                        
# Key:      UE's key, where other keys are derived from. Stored in hexadecimal              
# OP_Type:  Operator's code type, either OP or OPc                                          
# OP/OPc:   Operator Code/Cyphered Operator Code, stored in hexadecimal                     
# AMF:      Authentication management field, stored in hexadecimal                          
# SQN:      UE's Sequence number for freshness of the authentication                        
# QCI:      QoS Class Identifier for the UE's default bearer.                               
# IP_alloc: IP allocation stratagy for the SPGW.                                            
#           With 'dynamic' the SPGW will automatically allocate IPs                         
#           With a valid IPv4 (e.g. '172.16.0.2') the UE will have a statically assigned IP.
#                                                                                           
# Note: Lines starting by '#' are ignored and will be overwritten                           
ue0,xor,998981234560200,00112233445566778899aabbccddeeff,opc,63bfa50ee6523365ff14c1f45f88737d,9001,000000001234,7,dynamic
ue1,mil,998981234560300,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue2,mil,998981234560301,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue3,mil,998981234560302,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue4,mil,998981234560303,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue5,mil,998981234560304,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue7,mil,998981234560306,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue8,mil,998981234560307,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue9,mil,998981234560308,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue10,mil,998981234560309,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue11,mil,998981234560310,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue12,mil,998981234560311,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue13,mil,998981234560312,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue14,mil,998981234560313,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue6,mil,998981234560314,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue16,mil,998981234560320,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue15,mil,998981234560321,00112233445566778899aabbccddeeff,op,01020304050607080910111213141516,8000,000000001234,7,dynamic
ue17,mil,998981234560400,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000008518,7,dynamic
ue18,mil,998981234560401,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000006198,7,dynamic
ue19,mil,998981234560402,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000005469,7,dynamic
ue20,mil,998981234560403,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000001234,7,dynamic
ue21,mil,998981234560404,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000001234,7,dynamic
ue22,mil,998981234560405,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000001467,7,dynamic
ue23,mil,998981234560406,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000001488,7,dynamic
ue24,mil,998981234560407,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,0000000014a9,7,dynamic
ue25,mil,998981234560408,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000001234,7,dynamic
ue26,mil,998981234560409,00112233445566778899aabbccddeeff,opc,0ed47545168eafe2c39c075829a7b61f,8000,000000001234,7,dynamic
